## LO samples
dmvlo-300-1        "DMV"                               1.785e-01            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-1_Mv-300_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-300-50       "DMV"                               1.776e-01            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-50_Mv-300_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-500-1        "DMV"                               7.464e-02            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-1_Mv-500_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-500-150      "DMV"                               7.160e-02            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-150_Mv-500_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-995-500      "DMV"                               3.136e-03            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-500_Mv-995_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-1000-1       "DMV"                               1.446e-02            49200      49200.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-1_Mv-1000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-1000-150     "DMV"                               1.437e-02            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-150_Mv-1000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-1000-1000    "DMV"                               7.679e-06            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-1000_Mv-1000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-1995-1000    "DMV"                               2.533e-04            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-1000_Mv-1995_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-10000-1      "DMV"                               1.222e-07            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-1_Mv-10000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-10000-10     "DMV"                               1.216e-07            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-10_Mv-10000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-10000-50     "DMV"                               1.223e-07            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-50_Mv-10000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmvlo-10000-500    "DMV"                               8.307e-08            50000      50000.0              pandaf/004        DarkMatter_MonoPhoton_V_Mx-500_Mv-10000_gDMgQ1_LO_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
## Central NLO samples
dmv-500-1          "DMV"                               0.2974               52210      2.62714999536e+04    pandaf/004        DarkMatter_MonoPhoton_NLO_Vector_Mx-1_Mv-500_gDM1_gQ0p25_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmv-1000-1         "DMV"                               0.04310              47083      3.47181659604e+03    pandaf/004        DarkMatter_MonoPhoton_NLO_Vector_Mx-1_Mv-1000_gDM1_gQ0p25_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
dmv-2000-1         "DMV"                               2.871e-03            46267      2.31302544365e+02    pandaf/004        DarkMatter_MonoPhoton_NLO_Vector_Mx-1_Mv-2000_gDM1_gQ0p25_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
## Private NLO samples
dmvp-1000-1        "DMV"                               1.680e-02            451297     1.47879034721e+04    pandaf/005        DarkMatter_MonoPhoton_NLO_Vector_Mx-1_Mv-1000_gDM1_gQ0p25_PtG-130_13TeV-madgraph+RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1+MINIAODSIM
